variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi
M176.0565T276.08	hilic	M176T276	176.056480200129	276.080004752949			983	NA													
M176.0566T394.95	hilic	M176T395	176.056596242106	394.945695111998			7	NA													
M176.0929T273.51	hilic	M176T274	176.092880914688	273.514089996889			13	NA													
M177.0228T158.77	hilic	M177T159	177.022808007861	158.770051395117			22	NA													
M177.0405T396.06	hilic	M177T396	177.040503044847	396.063098452575		[M-H-CH2]- 192.071	7	NA		D-(+)-Gluconic acid δ-lactone;D-Glucono-1,5-lactone;gluconolactone	C6H10O6	178.04774	C00198	Carbohydrate metabolism	Pentose Phosphate pathway	Pentose	CHEBI:16217	HMDB00150	CID7027	PHOQVHQSTUBQQK-SQOUGZDYSA-N	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1
M177.0921T87.83	hilic	M177T88	177.092110076934	87.8321677880745			11	NA													
M178.0181T210.73	hilic	M178T211	178.018052942842	210.733395662618	[180][M]-	[M-H]- 179.025	8	NA													
M178.0259T145.55	hilic	M178T146	178.025931124158	145.546725153688			25	NA													
M178.0511T133.19	hilic	M178T133	178.05106463637	133.189159448253	[181][M]-	[M+Cl+NH3]- 126.049	18	NA		3-succinoylpyridine;4-oxo-4-(pyridin-3-yl)butyric acid|Hippuric acid;N-benzoylglycine	C9H9NO3	179.0582	C019569|C01586	Amino acid metabolism	Phenylalanine metabolism	Other	CHEBI:66951|CHEBI:18089	HMDB00992|HMDB00714	CID437|CID464	JGSUNMCABQUBOY-UHFFFAOYSA-N|QIAFMBKCNZACKA-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(3-4-9(12)13)7-2-1-5-10-6-7/h1-2,5-6H,3-4H2,(H,12,13)|InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)
M179.02T591.89	hilic	M179T592	179.019951819218	591.886621491288	[184][M]-		1884	NA													
M179.0385T144.11	hilic	M179T144	179.038468872392	144.10774659951		[M-H+NaCOOH]- 112.059	25	NA													
M179.0563T473.7	hilic	M179T474	179.056303866784	473.699078380241	[186][M]-	[M-H]- 180.064	2	NA		D-Galactose;α-D-Galactose|Glucose;D-glucose;D-Glucopyranose|Allose;D-allose;D-Allopyranose|Mannose;D-Mannose;D-Mannopyranose|L-(-)-Sorbose|D-Fructose;β-D-Fructofuranose;β-Levulose	C6H12O6	180.0634	C00984|C00031|C01487|C00159|C02336	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism|Fructose and Mannose metabolism|Galactose metabolism|Starch and Sucrose metabolism	GDP sugar|UDP sugar|Mannose|Others|Galactose|Sucrose|Cellobiose|Starch	CHEBI:28061|CHEBI:4167|CHEBI:4093|CHEBI:4208|CHEBI:13172|CHEBI:28645	HMDB00143|HMDB00122|HMDB01151|HMDB00169|HMDB00660	CID439357|CID5793|CID439507|CID18950|CID6904|CID439709	WQZGKKKJIJFFOK-PHYPRBDBSA-N|WQZGKKKJIJFFOK-GASJEMHNSA-N|WQZGKKKJIJFFOK-IVMDWMLBSA-N|WQZGKKKJIJFFOK-QTVWNMPRSA-N|BJHIKXHVCXFQLS-OTWZMJIISA-N|RFSUNEUAIZKAJO-ARQDHWQXSA-N	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1|InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1|InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6?/m1/s1|InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1|InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5+,6+/m0/s1|InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1
M180.0164T275.73	hilic	M180T276	180.016368725049	275.732554738557	[193][M]-		986	NA													
M180.0193T86.06	hilic	M180T86	180.01934446548	86.0640692610418			11	NA													
M180.0337T152.97	hilic	M180T153	180.033728039	152.970032940177		[M+Cl]- 145.07	25	NA													
M180.1031T87.31	hilic	M180T87	180.103108255712	87.3107477896343			11	NA													
M180.5218T585.61	hilic	M181T586	180.521777721872	585.605152151558		[M-H+Cl]2- 327.084	17	NA													
M181.0481T358.06	hilic	M181T358	181.048055757158	358.061897089502			4	NA													
M181.0604T473.91	hilic	M181T474	181.060397470967	473.908811954434	[186][M+2]-		2	NA													
M181.0718T236.67	hilic	M181T237	181.071770445141	236.671605316939		[M-H-C2H4]- 210.104 [M-3H]3- 546.242	8	NA													
M181.0984T174.89	hilic	M181T175	181.098363104562	174.889169688932		[M-H+NH3]- 165.078	22	NA													
M181.9475T1022.06	hilic	M182T1022	181.94753920195	1022.05728676642			1910	NA													
M181.9952T164.9	hilic	M182T165	181.995159630241	164.896399332221			1644	NA													
M182.057T323.78	hilic	M182T324	182.056998954631	323.784953389597			12	NA													
M182.0572T133.68	hilic	M182T134	182.057174093239	133.678951075081	[200][M]-		18	NA													
M182.5363T368.9	hilic	M183T369	182.536332201057	368.895885767095		[M-H+Cl]2- 331.113 [M-2H]2- 367.089	309	NA													
M182.9314T1045.94	hilic	M183T1046	182.931361158733	1045.94060295979			2464	NA													
M183.0606T133.88	hilic	M183T134	183.060622485823	133.877555523161	[200][M+1]-		18	NA													
M183.0874T231.91	hilic	M183T232	183.087406286908	231.909972095645		[M+Cl]- 148.118	8	NA													
M183.1027T89.65	hilic	M183T90	183.102744825581	89.6515555961296		[M-H-C2H4]- 212.141	11	NA													
M183.9961T608.69	hilic	M184T609	183.996083841228	608.693900756402			23	NA													
M184.0283T445.07	hilic	M184T445	184.028283867826	445.070152615565	[202][M]-	[M+Cl]- 149.055 [M-H]- 185.036	3	NA													
M184.0379T520.13	hilic	M184T520	184.037880988943	520.134323207215			1289	NA													
M184.0727T276.17	hilic	M184T276	184.072716596057	276.169799414663			988	NA													
M185.0223T395.75	hilic	M185T396	185.022318003568	395.746112738616			7	NA													
M185.057T537.66	hilic	M185T538	185.057021542918	537.663232301014			10	NA													
M185.0933T175.68	hilic	M185T176	185.093308434507	175.677953435232			1645	NA													
M185.1184T87.3	hilic	M185T87	185.118420315867	87.3033158154532		[M-H]- 186.123	11	NA													
M185.1548T82.57	hilic	M185T83	185.154813195659	82.5669019237952			386	NA													
M186.0232T147.13	hilic	M186T147	186.023194402272	147.129697171074		[M+Cl]- 151.051	25	NA													
M186.0409T516.17	hilic	M186T516	186.040881018363	516.165541134779			1295	NA													
M186.0409T167.32	hilic	M186T167	186.040928229496	167.319209737943		[M-2H+Na]- 165.078	22	NA													
M186.0773T152.07	hilic	M186T152	186.077317672349	152.070918144135			25	NA													
M186.1137T89.86	hilic	M186T90	186.113657655182	89.8572623081917	[205][M]-		11	NA													
M187.0015T551.34	hilic	M187T551	187.001453102971	551.344519237828		[M-H-CO2]- 231.999 [M-H-CO2]- 231.999	6	NA													
M187.0726T490.48	hilic	M187T490	187.072570777201	490.483140604171			15	NA													
M187.0977T90.23	hilic	M187T90	187.097651563188	90.2329189597465	[205][M+1]-		11	NA													
M187.1089T209.4	hilic	M187T209	187.108911227446	209.397776653916		[M-H-C6H10O5]- 350.162	8	NA													
M187.1089T358.74	hilic	M187T359	187.108911590495	358.736667525551			4	NA		N6-Acetyl-L-lysine	C8H16N2O3	188.11609	C02727	Amino acid metabolism	Lysine degradation	Others	CHEBI:17752	HMDB00206	CID92832	DTERQYGMUDWYAZ-ZETCQYMHSA-N	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1
M187.109T142.45	hilic	M187T142	187.108953098318	142.450471205517			1827	NA													
M187.109T487.79	hilic	M187T488	187.109039026063	487.789070081564		[M-H-CO2]- 232.1	15	NA													
M187.1201T566.12	hilic	M187T566	187.120147757985	566.124643587577			1496	NA													
M187.134T86.85	hilic	M187T87	187.134023232664	86.8450585029386			11	NA		3-Hydroxydecanoic acid;Myrmicacin|10-Hydroxydecanoic acid;10-Hydroxycapric acid	C10H20O3	188.1412	C02774	Lipid metabolism	Fatty acids	Hydroxy	CHEBI:17409	HMDB02203	CID26612|CID74300	FYSSBMZUBSBFJL-UHFFFAOYSA-N|YJCJVMMDTBEITC-UHFFFAOYSA-N	InChI=1S/C10H20O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h9,11H,2-8H2,1H3,(H,12,13)|InChI=1S/C10H20O3/c11-9-7-5-3-1-2-4-6-8-10(12)13/h11H,1-9H2,(H,12,13)
M188.0105T92.13_1	hilic	M188T92_1	188.010546429124	92.1346105879039	[206][M+1]-		11	NA													
M188.0388T92.49_2	hilic	M188T92_2	188.038799685158	92.4872336893918			11	NA													
M188.072T136.12	hilic	M188T136	188.072019987136	136.115742539247		[3M-2H]2- 126.049	18	NA		Indole-3-propionic acid;3-Indolepropionic acid	C11H11NO2	189.07898		Amino acid metabolism	Tryptophan metabolism	Indole	CHEBI:43580	HMDB02302	CID3744	GOLXRNDWAUTYKT-UHFFFAOYSA-N	InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)
M188.0752T89.73	hilic	M188T90	188.075156616964	89.7322174473658			11	NA													
M188.1043T477.07	hilic	M188T477	188.10426260927	477.071582526074			2	NA													
M188.9808T1024.97	hilic	M189T1025	188.98075069862	1024.97323391803			28	NA													
M189.0406T307.03	hilic	M189T307	189.040571579858	307.025499310207	[218][M]-		9	NA													
M189.0406T602.03	hilic	M189T602	189.040630013104	602.030018849514			1736	NA													
M189.0518T561.67	hilic	M189T562	189.051799457487	561.672577102221		[M-H+NaCOOH]- 122.069	19	NA													
M189.0518T275.82	hilic	M189T276	189.051806679733	275.820076649359			1008	NA													
M189.0881T296.74	hilic	M189T297	189.088129956546	296.743735409009		[M-H]- 190.094	12	NA													
M189.0963T133.89	hilic	M189T134	189.096347810523	133.89462338355	[214][M+1]-		18	NA													
M189.1134T91.78_2	hilic	M189T92_2	189.113371633115	91.7781560433008			11	NA													
M190.0359T591.9	hilic	M190T592	190.035853288455	591.897027684323		[M-H]- 191.043	1884	NA													
M190.044T306.94	hilic	M190T307	190.043979082053	306.941995990973	[218][M+1]-		9	NA													
M190.0511T403.64	hilic	M190T404	190.051052412182	403.644149341627			2408	NA		5-Hydroxyindoleacetic acid;5-HIAA	C10H9NO3	191.05824	C05635	Amino acid metabolism	Tryptophan metabolism	Hydroxytryptophan	CHEBI:27823	HMDB00763	CID1826	DUUGKQCEGZLZNO-UHFFFAOYSA-N	InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)
M190.0512T197.63	hilic	M190T198	190.051150614409	197.626977918643			679	NA													
M190.0723T209.94	hilic	M190T210	190.072253008411	209.944900963231		[M-H-C2H4]- 219.112	8	NA													
M190.5466T508.41	hilic	M191T508	190.546631260972	508.413324246597		[M-2H]2- 383.108	15	NA													
M191.0198T308.15	hilic	M191T308	191.019828169797	308.146796278858		[M+Cl]- 156.052	9	NA													
M191.0346T542.2	hilic	M191T542	191.034595155278	542.201520169736		[M+Cl+HCOOH]- 110.05	10	NA													
M191.9797T131.91	hilic	M192T132	191.979703669303	131.91343298035			18	NA													
M192.0515T448.62	hilic	M192T449	192.051476630781	448.619029464417		[M-H-C2H4]- 221.088	3	NA													
M192.0516T521.43	hilic	M192T521	192.051622346977	521.434379690458			1313	NA													
M192.0668T128.63	hilic	M192T129	192.06678789668	128.63229772195	[223][M]-	[M-H+NaCOOH]- 125.079	18	NA													
M192.9813T124.64	hilic	M193T125	192.981286208758	124.640852656684			57	NA													
M193.024T408.8	hilic	M193T409	193.024044295534	408.797624065881	[221][M+2]-		1540	NA													
M193.0289T213.86	hilic	M193T214	193.02892397523	213.864934279793			8	NA													
M193.0352T309.01	hilic	M193T309	193.035237033091	309.011558632475		[M+Cl]- 158.06	9	NA													
M193.0354T490.46	hilic	M193T490	193.03544115633	490.457436859511	[225][M]-	[M-H-COCH2]- 236.056	15	NA													
M193.0355T557.57	hilic	M193T558	193.035464054591	557.572267285578			6	NA		D-Glucuronic acid;D-Glucopyranuronic acid|D-Galacturonic acid|D-(+)-Galacturonic acid	C6H10O7	194.0427	C00191|C00333	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism|Ascorbate and Aldarate metabolism|Inositol phosphate metabolism|Pentose and Glucuronate interconversions	UDP sugar|Others|Sucrose|myo-Inositol|Glucuronate	CHEBI:47952|CHEBI:4153	HMDB00127	CID94715|CID439215	AEMOLEFTQBMNLQ-AQKNRBDQSA-N|AEMOLEFTQBMNLQ-YMDCURPLSA-N	InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2-,3+,4-,6?/m0/s1|InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2+,3+,4-,6?/m0/s1
M193.0508T159.57	hilic	M193T160	193.05076563965	159.567254046813			22	NA		trans-Ferulic acid;Ferulic acid;4-Hydroxy-3-methoxycinnamic acid|Isoferulic acid;3-Hydroxy-4-methoxycinnamic acid	C10H10O4	194.0579	C01494|C10470				CHEBI:17620|CHEBI:27794	HMDB00954|HMDB00955	CID445858|CID736186	KSEBMYQBYZTDHS-HWKANZROSA-N|QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+|InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+
M193.0718T433.02	hilic	M193T433	193.071802662217	433.020271992957		[M-H-C3H2O3]- 280.088	3	NA													
M193.5943T78.34	hilic	M194T78	193.5943186966	78.3359461461289			5	NA													
M194.0131T519.27	hilic	M194T519	194.013069321486	519.272651532184		[M+Cl]- 159.038	1288	NA													
M194.0361T528.38	hilic	M194T528	194.036075655145	528.379429872513	[226][M+1]-		752	NA													
M194.0494T131.01	hilic	M194T131	194.049357067946	131.011546633139	[223][M+2]-		18	NA													
M194.0643T667.26	hilic	M194T667	194.064347057735	667.258439478881			2031	NA													
M194.0684T353.01	hilic	M194T353	194.068410492871	353.014929280231		[M-H]- 195.079	4	NA													
M194.8529T143.17	hilic	M195T143	194.852858308638	143.166926848138			1828	NA													
M195.0081T262.68	hilic	M195T263	195.008055215409	262.684598441962		[3M+Cl]- 53.342	1	NA													
M195.0334T186.71	hilic	M195T187	195.033412596052	186.714959023128			22	NA													
M195.0446T272.27	hilic	M195T272	195.044552750565	272.268338831607			1009	NA													
M195.0511T459.77	hilic	M195T460	195.051065325894	459.76600621259	[230][M]-		3	NA													
M195.1141T163.59	hilic	M195T164	195.114058011867	163.585718635298			22	NA													
M195.9508T551.26	hilic	M196T551	195.950814447196	551.259589229069			550	NA													
M196.0108T101.72	hilic	M196T102	196.010791940061	101.724530182441		[M+Cl]- 161.047	37	NA													
M196.0286T509.61	hilic	M196T510	196.028643681462	509.608609722307			15	NA													
M196.0544T459.75	hilic	M196T460	196.054440109322	459.74608427148	[230][M+1]-		3	NA													
M196.0728T275.25	hilic	M196T275	196.072828896771	275.249734587591	[233][M]-		991	NA													
M197.0403T608.4	hilic	M197T608	197.040277014032	608.403445261279			23	NA													
M197.0553T459.58	hilic	M197T460	197.055269736107	459.583018612162	[230][M+2]-		3	NA													
M197.0667T387.27	hilic	M197T387	197.066686533986	387.266396277675			566	NA													
M197.0934T96.48	hilic	M197T96	197.093362827468	96.4789291759987			2434	NA													
M197.1547T82.03	hilic	M197T82	197.15474871533	82.026232240069		[M-H-C4H8]- 254.225	5	NA													
M197.5785T252.91	hilic	M198T253	197.578467293309	252.91123832689		[3M-2H+K]- 53.5409 [2M-2H+Na]- 88.301	1	NA													
M197.5787T78.27	hilic	M198T78	197.578663463398	78.2705231037612			5	NA													
M198.0178T400.41	hilic	M198T400	198.017814818146	400.407108459685			7	NA													
M199.0363T212.79	hilic	M199T213	199.03626484728	212.791934343738	[234][M+2]-		8	NA													
M199.0978T89.9	hilic	M199T90	199.097786689543	89.8961016008403		[M+Cl]- 164.129	11	NA													
M199.9371T1025.24_2	hilic	M200T1025_2	199.937095181701	1025.23847745257			1925	NA													
M199.958T1022.76	hilic	M200T1023	199.957985210585	1022.7568582822		[M-H+NH3]- 183.939	1910	NA													
M200.0315T150.08	hilic	M200T150	200.031511045535	150.075629695958	[238][M]-		25	NA													
M200.0333T395.41	hilic	M200T395	200.033328493164	395.409972897883		[M+Cl]- 165.05	7	NA													
M200.0487T173.83	hilic	M200T174	200.048654552438	173.834639759042		[M+Cl]- 165.078	22	NA													
M200.0566T508.17	hilic	M200T508	200.056569678912	508.165294751291		[M-H-CH2]- 215.076	15	NA													
M200.1294T87.47	hilic	M200T87	200.129396197099	87.4749268164928			11	NA		Caprylolyglycine	C10H19NO3	201.13649		Lipid metabolism	Fatty acids	Acylglycine	CHEBI:74099	HMDB00832	CID84290	SAVLIIGUQOSOEP-UHFFFAOYSA-N	InChI=1S/C10H19NO3/c1-2-3-4-5-6-7-9(12)11-8-10(13)14/h2-8H2,1H3,(H,11,12)(H,13,14)
M200.9421T1051.71	hilic	M201T1052	200.94206967652	1051.71163116168			2459	NA													
M201.0173T394.46	hilic	M201T394	201.017306956018	394.457480565117			605	NA													
M201.0519T448.52	hilic	M201T449	201.051851001258	448.515333027289		[M+Cl+NH3]- 149.055 [M-H+NH3]- 185.036	3	NA													
M201.0883T208.83	hilic	M201T209	201.088316891886	208.827386094446			684	NA													
M201.1133T296.65	hilic	M201T297	201.113306895807	296.651556980811			922	NA		Sebacic acid	C10H18O4	202.12051	C08277	Lipid metabolism	Fatty acids	Dicarboxylic	CHEBI:41865	HMDB00792	CID5192	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)
M201.1134T88.4_1	hilic	M201T88_1	201.113388166138	88.3962251294683			11	NA		Dimethyl suberate	C10H18O4	202.12051	C17803				CHEBI:81345		CID15611	LNLCRJXCNQABMV-UHFFFAOYSA-N	InChI=1S/C10H18O4/c1-13-9(11)7-5-3-4-6-8-10(12)14-2/h3-8H2,1-2H3
M201.1499T88.4_2	hilic	M201T88_2	201.149894939741	88.404087750384		[M-H+NH3]- 185.129	11	NA													
M201.5621T622.38	hilic	M202T622	201.562122563989	622.375815029953			1866	NA													
M201.6873T78.29	hilic	M202T78	201.687253343871	78.2926194213669			5	NA													
M201.6873T598.56	hilic	M202T599	201.687269709442	598.556560666667			27	NA													
M201.6873T551.74	hilic	M202T552	201.687290973451	551.735216634488			6	NA													
M202.0335T542.27	hilic	M202T542	202.033476532285	542.273913031647			10	NA													
M202.0358T518.18	hilic	M202T518	202.035830873313	518.181245027069			1297	NA													
M202.036T397.5	hilic	M202T397	202.036015039108	397.499476876207			7	NA													
M202.0527T250.29	hilic	M202T250	202.052728364734	250.294599707786			115	NA													
M202.0545T133.88_2	hilic	M202T134_2	202.054526424429	133.880595655691			18	NA													
M202.0723T488.68	hilic	M202T489	202.072256384355	488.677827590753			15	NA													
M202.0723T562.84	hilic	M202T563	202.072307700747	562.842336593725			19	NA													
M202.0723T203.74	hilic	M202T204	202.072321385325	203.742445724674		[M-H-CH4]- 219.112	8	NA													
M202.0835T486.11	hilic	M202T486	202.083463289853	486.11159916702		[M+Cl]- 167.112	15	NA													
M202.0909T86.34	hilic	M202T86	202.090932038072	86.3365719657467	[241][M]-	[M-H-H20]- 221.107	11	NA													
M202.998T402.45	hilic	M203T402	202.998044992879	402.449309744707			7	NA													
M203.0022T101.02	hilic	M203T101	203.002203649232	101.019476540321		[M-H]- 204.018	37	NA													
M203.0436T597.61_1	hilic	M203T598_1	203.043567867937	597.606818057273	[243][M]-		27	NA													
M203.0562T511.69	hilic	M203T512	203.056249697038	511.689188943996		[M-H-C2H4]- 232.1	15	NA													
M203.0563T612.15	hilic	M203T612	203.056294110614	612.154466630484			1704	NA													
M203.0676T538.03	hilic	M203T538	203.067551021215	538.029939340625		[M-H-C6H10O5]- 366.132	10	NA													
M203.0676T325.42	hilic	M203T325	203.067575529937	325.419567532075			943	NA													
M203.0826T240.41	hilic	M203T240	203.082648973627	240.413620860089	[244][M]-	[M-H]- 204.084	1	NA		Tryptophan|L-Tryptophan	C11H12N2O2	204.0899	C00806|C00078	Amino acid metabolism	Tryptophan metabolism	Tryptophan	CHEBI:27897|CHEBI:16828	HMDB30396|HMDB00929	CID1148|CID6305	QIVBCDIJIAJPQS-UHFFFAOYSA-N|QIVBCDIJIAJPQS-VIFPVBQESA-N	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)|InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1
M203.378T597.74_2	hilic	M203T598_2	203.378025821931	597.735729792075		[2M-3H]3- 306.578	27	NA													
M203.7087T597.77_1	hilic	M204T598_1	203.708746318695	597.773119018533		[M-3H]3- 614.16	27	NA													
M203.9974T386	hilic	M204T386	203.997421832929	385.995474040121			7	NA													
M203.9975T147.29	hilic	M204T147	203.997454479886	147.294257918976			25	NA													
M204.0151T406.75	hilic	M204T407	204.015081529674	406.752592933915			43	NA													
M204.0151T642.83	hilic	M204T643	204.015119117143	642.827923067013			2067	NA													
M204.0433T598.12_2	hilic	M204T598_2	204.043322797782	598.12231916841	[243][M+1]-		27	NA													
M204.0514T500.46	hilic	M204T500	204.051401331347	500.458849520128			15	NA													
M204.0514T397.96_1	hilic	M204T398_1	204.05142178706	397.958730211931			7	NA													
M204.0668T159.79	hilic	M204T160	204.066819423447	159.791497451427		[M-H+NH3]- 188.05 [M-H-H20]- 223.087	22	NA		Indolelactic acid;Indole-3-lactic acid|5-Methoxyindoleacetic acid	C11H11NO3	205.0739	C02043|C05660	Amino acid metabolism	Tryptophan metabolism	Hydroxytryptophan|Tryptamine	CHEBI:24813	HMDB00671|HMDB04096	CID92904|CID18986	XGILAAMKEQUXLS-UHFFFAOYSA-N|COCNDHOPIHDTHK-UHFFFAOYSA-N	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)|InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)
M204.0858T240.08	hilic	M204T240	204.085786654383	240.0835784702	[244][M+1]-		1	NA													
M204.0879T398.37_2	hilic	M204T398_2	204.087865409772	398.365476412104		[M-H-CO2]- 249.091	7	NA													
M204.0879T171.44	hilic	M204T171	204.087900266363	171.437346427199		[M-H]- 205.098	22	NA													
M204.9814T135.4	hilic	M205T135	204.981396522804	135.398022622542			18	NA													
M204.9991T643.17	hilic	M205T643	204.999147455106	643.168339825819			2069	NA													
M205.0112T146.88	hilic	M205T147	205.011236905888	146.877736347376			1831	NA													
M205.0354T482.49	hilic	M205T482	205.035448205454	482.486365940084			134	NA													
M205.0355T608.23	hilic	M205T608	205.035487457092	608.226327682241	[248][M]-	[M+Cl]- 170.067	23	NA													
