variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M165.2697T114.03_25	c18hyper	M165T114_25	165.269739838877	114.028230887747		[M+2Na-H]+ 120.291	6	NA				NA										0.0282276709631955	0.951011081050805	0	0.0512967059591372	0.875021385686421	0	-0.051338223703743	0.938560435422877	0	-0.186334975681115	0.541284116362811	0	0.279357576174896	0.348288219066614	E	E	E	E	E	E	0	0
M165.4046T114.07_29	c18hyper	M165T114_29	165.404631478952	114.072608771299		[M+K]+ 126.45	6	NA				NA										0.432987581761756	0.511830087108321	0	-0.015987072264215	0.974087002105285	0	-0.196548694388714	0.848191318580115	0	-0.352718972715669	0.509283134557902	0	1.24689811514698	0.674290266855592	E	E	E	E	E	E	0	0
M165.5135T114.04_1	c18hyper	M166T114_1	165.513491868013	114.039831031654		[M+H+NH3]+ 147.48	6	NA				NA										0.115754738442588	0.793716948787706	0	0.0170111958711932	0.941603261152137	0	-0.136871558676596	0.794817486691313	0	0.119624999882262	0.696080225747983	0	0.689509898535762	0.503913151109017	E	E	E	E	E	E	0	0
M165.5678T114.11_4	c18hyper	M166T114_4	165.567826399805	114.114773070647		[M+2Na-H]+ 120.603	6	NA				NA										0.272481079648351	0.478682418709223	0	0.0760688646528358	0.713917389107963	0	0.24875429211491	0.579827383849173	0	-0.0397018720443931	0.856024731708435	0	1.60035021063483	1.18645218161103	E	E	E	E	E	E	0	0
M165.8779T114.08_7	c18hyper	M166T114_7	165.877850136725	114.078796623886		[M+2Na-H]+ 120.901	6	NA				NA										0.20321736781624	0.548735975064989	0	0.0300167494244015	0.860769625242888	0	0.0253966251140341	0.945617840018462	0	-0.0212876569356695	0.930699949762801	0	1.6207087262313	0.191213356172636	E	E	E	E	E	E	0	0
M166.0542T61.07	c18hyper	M166T61	166.054177625308	61.069632716329			26	NA		Methionine sulfoxide;Methionine S-oxide	C5H11NO3S	165.04596		Amino acid metabolism	Cysteine and Methionine	Methionine	CHEBI:49033	HMDB02005	CID847	QEFRNWWLZKMPFJ-UHFFFAOYSA-N	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	0.244327497227214	0.572448353493473	0	0.0910751539869032	0.740035500616359	0	-0.00873852191337932	0.982480776919911	0	0.146960085619899	0.625855491377563	0	1.50553826102358	0.121157916064138	E	E	E	E	E	E	0	0
M166.0845T51.24	c18hyper	M166T51	166.084544862558	51.2383867771102			1247	NA				NA										1.0149326484964	0.701257328762266	0	-1.97223713426424	0.172635395650719	0	1.15733011259115	0.649235253070206	0	-1.62595729474912	0.214745812472184	0	0.919872020072875	1.18394239278767	E	E	B	E	E	E	0	0
M166.087T206.6	c18hyper	M166T207	166.086965080168	206.603155958333			3006	NA				NA										0.30356285807459	0.796940351382358	0	-1.10106111919545	0.0335121405368684	1	-0.933119258952251	0.500019069125962	0	-1.5505340953059	0.0184217817844134	1	1.18703550283647	1.25138012333826	E	E	E	E	E	E	0	0
M166.0871T143.14	c18hyper	M166T143	166.087056441186	143.140796866212	[124][M]+		3923	NA				NA										0.0325003174665071	0.90077860279654	0	0.0384402647549926	0.834857472412681	0	0.0252714367254114	0.932613132648536	0	-0.00815649334951374	0.961356654707891	0	0.793566163939391	0.308679049735967	E	E	E	E	E	E	0	0
M166.2964T114.08_9	c18hyper	M166T114_9	166.296416889081	114.078796623886	[125][M]2+		6	NA				NA										0.156547548352655	0.680959612560231	0	0.0936689692373633	0.713716677078914	0	-0.0546165090280191	0.927471412302026	0	-0.11275788451195	0.698113572073176	0	1.11187237194214	0.197658593443345	E	E	E	E	E	E	0	0
M166.8934T113.99_5	c18hyper	M167T114_5	166.893439273747	113.988546263246		[M+2Na-H]+ 121.915	6	NA				NA										0.158432248567854	0.76639812854021	0	-0.184272875379557	0.599564956368415	0	0.291488533476954	0.484023727784238	0	-0.289604318086495	0.190827575324635	0	1.33982838076501	1.67741637038061	E	E	E	E	E	E	0	0
M167.0324T156.08	c18hyper	M167T156	167.032392875569	156.080474358575			4601	NA				NA										-0.145497144368234	0.755019941065407	0	-0.157172038330957	0.624446120279956	0	-0.120944387597902	0.820453697964549	0	-0.0951694889380104	0.771354616766637	0	0.379186865886922	0.516382224956747	E	E	E	E	E	E	0	0
M167.0743T65.84	c18hyper	M167T66	167.074289450205	65.8412387522701		[M+H-CH3]+ 181.076	18	NA				NA										0.218080378884968	0.579200432830209	0	0.0541386731027647	0.817459734869307	0	-0.214244667508639	0.684546058930248	0	-0.0468633351607934	0.908641491639045	0	0.813651378245546	0.98803826062193	E	E	E	E	E	E	0	0
M167.1297T230.36	c18hyper	M167T230	167.129711824067	230.364305932221			8	NA				NA										0.227419878252972	0.560972318544572	0	-0.135225587276265	0.646108768861251	0	-0.432650561491545	0.577944085513176	0	-0.113922276409642	0.835522308064118	0	1.07744132068068	1.1956786425867	E	E	E	E	E	E	0	0
M167.2641T114.06_7	c18hyper	M167T114_7	167.264097386813	114.055336690832		[M+H+NH3]+ 149.23	6	NA				NA										0.369251648833048	0.53633914680958	0	-0.023769819471477	0.995776324015176	0	0.25949013179892	0.734613140650432	0	0.142255241871966	0.767685824930817	0	1.08253420631423	0.819769153020514	E	E	E	E	E	E	0	0
M167.303T114.07_9	c18hyper	M167T114_9	167.302998967191	114.070325809274		[M+H+HCOOH]+ 120.291	6	NA				NA										0.00330207618757861	0.991949511588775	0	0.0193160980771019	0.952891007252248	0	0.00491267639983128	0.983827544363901	0	-0.145487976473648	0.556699964312189	0	0.449160722698905	0.0915420305616055	E	E	E	E	E	E	0	0
M167.6843T114.07_7	c18hyper	M168T114_7	167.68426790033	114.065911550022		[M+K]+ 128.721 [M+Na]+ 144.698	6	NA				NA										-0.385865491510373	0.389515301458144	0	0.00357515232264127	0.938062679063618	0	-0.507910015911744	0.213889233997356	0	-0.0849745621379885	0.841034704804189	0	1.54032359302845	1.84921088913921	E	E	E	E	E	E	0	0
M167.7185T114.06_8	c18hyper	M168T114_8	167.718494522737	114.057704912973			6	NA				NA										0.00336964491226155	0.977240495399787	0	0.19808117608255	0.648615223931937	0	0.0743048902796826	0.928456327662629	0	0.191961700059506	0.621376210138144	0	0.105543664868572	0.174108639077944	E	E	E	E	E	E	0	0
M167.9772T114.05_14	c18hyper	M168T114_14	167.977231408827	114.050210353752		[M+Na]+ 144.987 [M+Na]+ 144.987	6	NA				NA										-0.0548025655849109	0.82452127328829	0	0.0572791312258722	0.741938098083093	0	-0.179367771052794	0.582215739316324	0	0.2026497655211	0.225517174535818	0	0.446980766434322	1.29133579853994	E	E	E	E	E	E	0	0
M168.0141T114.07_16	c18hyper	M168T114_16	168.014138163156	114.073572300651		[M+Na]+ 145.017	6	NA				NA										-0.0748978914491332	0.897414727996599	0	0.211136334047829	0.459917634423141	0	-0.059293581807033	0.904686236676489	0	0.0955208828170306	0.741900218849578	0	0.177221819039166	0.216417074745114	E	E	E	E	E	E	0	0
M168.03T62.71	c18hyper	M168T63	168.02997147394	62.7086253229074	[122][M+2]+		26	NA		Quinolinic acid	C7H5NO4	167.02186	C03722	Amino acid metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids	Tryptophan metabolism|Nicotinate and Nicotinamide metabolism|beta-Alanine metabolism	Kynurenine|Deamino-NAD+|beta-Alanine	CHEBI:16675	HMDB00232	CID1066	GJAWHXHKYYXBSV-UHFFFAOYSA-N	InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)	0.473519472801899	0.573655370391505	0	0.239278735984001	0.658735711232773	0	-0.412135724957162	0.782851029095766	0	0.693096890265817	0.415121463102236	0	0.884327471318977	0.318157879775179	E	E	E	E	E	E	0	0
M168.0408T114.04_17	c18hyper	M168T114_17	168.040764469132	114.041319017556			6	NA				NA										0.183663435213237	0.631210638723341	0	-0.031442900573186	0.949344346246599	0	0.116234519126767	0.799208671474879	0	-0.125597254074874	0.633783039023963	0	1.12269818462095	0.462265685349902	E	E	E	E	E	E	0	0
M168.0638T119.4	c18hyper	M168T119	168.063840145035	119.401477123903			3250	NA				NA										0.00992214038928729	0.966481895935018	0	-0.393634209966606	0.0854832501976969	0	-0.124441325229249	0.821662249307629	0	-0.416854605024149	0.0994744554215636	0	0.311358696135267	0.455202974896149	E	E	E	E	E	E	0	0
M168.066T53.5	c18hyper	M168T53	168.066037511802	53.4953634385467		[M+Na]+ 145.082	33	NA		Pyridoxal|4-Hydroxy-D-phenylglycine;D-4-Hydroxyphenylglycine;4-Hydroxyphenylglycine	C8H9NO3	167.0582	C00250|C03493	Metabolism of cofactors and vitamins	Vitamine B6 metabolism	Pridoxine	CHEBI:17310|CHEBI:15695	HMDB01545	CID1050|CID89853	RADKZDMFGJYCBB-UHFFFAOYSA-N|LJCWONGJFPCTTL-SSDOTTSWSA-N	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3|InChI=1S/C8H9NO3/c9-7(8(11)12)5-1-3-6(10)4-2-5/h1-4,7,10H,9H2,(H,11,12)/t7-/m1/s1	0.23784240323762	0.414017229397811	0	0.595351509357206	0.000868481024412539	1	0.366105808448435	0.292647270786575	0	0.93560077171326	8.54992587774273e-06	1	0.816096527789409	1.3843926602681	E	E	E	E	E	E	0	0
M168.0786T114.08_18	c18hyper	M168T114_18	168.078591829039	114.078796623886		[3M+2Na+K-H]2+ 84.0765	6	NA				NA										0.0277386483912316	0.94792433175263	0	-0.0233155035191714	0.935538615157673	0	-0.0207424197591859	0.95674147957632	0	0.00240348031307569	0.990448394885339	0	0.784555347835842	0.125022551362742	E	E	E	E	E	E	0	0
M168.0926T114.07_19	c18hyper	M168T114_19	168.092592057777	114.073572300651	[127][M]+		6	NA				NA										0.120838776923691	0.769496320307203	0	-0.0866705875751954	0.781912624681412	0	0.041077059257816	0.914533077961727	0	0.00311774345723137	0.995159803645793	0	0.484750101230492	0.268441763756853	E	E	E	E	E	E	0	0
M168.1065T114_20	c18hyper	M168T114_20	168.106542605726	114.003437986206		[3M+2Na+2K-H]3+ 127.132	6	NA				NA										0.0727158941821404	0.889149306408096	0	-0.0367006034465156	0.931628201851005	0	-0.231953541201198	0.742019502634987	0	0.31395594157113	0.425238625310809	0	0.423174669663521	0.681355160833778	E	E	E	E	E	E	0	0
M168.1397T114.07_22	c18hyper	M168T114_22	168.139660503464	114.072608771299		[M+K]+ 129.179	6	NA				NA										0.0448676769786331	0.881469217262151	0	0.314809689325521	0.217291289988309	0	0.00801770662122614	0.998368525166241	0	0.234344895741625	0.345631202718995	0	0.455099078895678	0.175043519229339	E	E	E	E	E	E	0	0
M168.4398T114.04_25	c18hyper	M168T114_25	168.439779796785	114.041319017556		[M+H]+ 167.441	6	NA				NA										0.0329983712987634	0.948987571459493	0	0.0218778018319572	0.944943197619434	0	0.129388132627991	0.866093113389534	0	0.118722074340333	0.802796942760757	0	0.23210864238032	0.299175685826409	E	E	E	E	E	E	0	0
M168.669T114.07_4	c18hyper	M169T114_4	168.668978541464	114.074535830003		[M+K]+ 129.707	6	NA				NA										0.25827134337341	0.657027939884167	0	0.145786050798771	0.70430816170436	0	0.0584559158026909	0.953199759524357	0	0.420282754600217	0.289333507817789	0	0.92112262301768	0.228900677970001	E	E	E	E	E	E	0	0
M168.7378T114.05_7	c18hyper	M169T114_7	168.737793079352	114.045084016672		[M+Na+NH3]+ 128.721	6	NA				NA										0.00847565657692684	0.99278038191922	0	-0.0639906734282718	0.8348298306201	0	0.0249783732607369	0.958593526177743	0	0.0630905412728655	0.818444166871675	0	0.193015037585601	0.0119779032970764	E	E	E	E	E	E	0	0
M168.7645T114.07_8	c18hyper	M169T114_8	168.764518255402	114.070325809274			6	NA				NA										0.0634710820221009	0.8507943782432	0	0.146347151753757	0.554862557248268	0	-0.0560599606931529	0.915617032420835	0	0.0588048908678811	0.846694862917801	0	0.247132371181242	0.000196946594115043	E	E	E	E	E	E	0	0
M168.8441T114.07_12	c18hyper	M169T114_12	168.844057533755	114.072608771299		[M+2Na-H]+ 123.88	6	NA				NA										0.0918720712568728	0.827583029130482	0	0.0398013406617146	0.887764547008502	0	-0.195722912707474	0.724052060739817	0	-0.0221995712031298	0.969207498371461	0	0.599859251102935	0.600787036506711	E	E	E	E	E	E	0	0
M168.9029T114.05_13	c18hyper	M169T114_13	168.90292118011	114.052556548509		[M+Na]+ 145.91	6	NA				NA										0.143362155070715	0.660103330722586	0	0.0599571502596135	0.778146464473507	0	-0.00757528008799646	0.981308849692354	0	0.201098566280024	0.50329790632081	0	0.918616964646628	0.217250252722618	E	E	E	E	E	E	0	0
M169.0285T114.01_16	c18hyper	M169T114_16	169.028454217029	114.006533320127		[M+H]+ 168.013	6	NA				NA										0.242298746516175	0.642031537170597	0	-0.0172101883332427	0.999903849640221	0	0.294152324369467	0.621456391673864	0	-0.29250278291871	0.330070380202788	0	1.28885697593221	1.08388775724655	E	E	E	E	E	E	0	0
M169.0465T38.94	c18hyper	M169T39	169.046467728194	38.9423141114328		[M+Na]+ 146.064	14	NA				NA										0.0616945241334843	0.865558250764186	0	-0.0642308785091128	0.798446806603391	0	-0.125919928626896	0.757366226190209	0	-0.138094683877409	0.538267348344572	0	0.452729607073869	0.852915920499543	E	E	E	E	E	E	0	0
M169.0478T204.15	c18hyper	M169T204	169.047758743467	204.147401809203			3007	NA				NA										0.275919844847859	0.637669540868063	0	-0.163235328664472	0.724400290189637	0	-0.143147850254465	0.838035323114608	0	-0.590802052544754	0.0524126979383408	0	1.22695403653977	0.409827415533201	E	E	E	E	E	E	0	0
M169.0488T114.06_17	c18hyper	M169T114_17	169.048750015541	114.063794079462		[M+K+HCOOH]+ 84.0765	6	NA				NA										0.152978736756035	0.679888828059334	0	0.0285532142392579	0.891647506711464	0	0.0143597517213099	0.989616959623951	0	0.193635744979074	0.406843172159367	0	1.04751981686051	0.169281143899515	E	E	E	E	E	E	0	0
M169.0642T114.06_18	c18hyper	M169T114_18	169.064194160822	114.06265542547			6	NA				NA										-0.247690850046874	0.53739537291416	0	-0.040755264162657	0.841545202316519	0	-0.205996837835556	0.617418724150905	0	0.0850233925723192	0.686226611819414	0	1.20589966760049	1.26708953336435	E	E	E	E	E	E	0	0
M169.0977T118.81	c18hyper	M169T119	169.097744272823	118.806395116758			3260	NA				NA										-0.13405656983775	0.658525665052736	0	-0.208644817349999	0.301519533140047	0	0.0102004042520711	0.984423916183788	0	-0.132045759113915	0.746685572070699	0	0.289607679709072	0.067394067477981	E	E	E	E	E	E	0	0
M169.1106T114.07_19	c18hyper	M169T114_19	169.110558857999	114.074535830003	[127][M+1]+		6	NA				NA										0.134954227347665	0.73714059283939	0	0.306519636276256	0.273404358787524	0	0.0701135473943797	0.917626219863322	0	0.127553714424346	0.714980796072518	0	0.535489142124926	0.307131501018606	E	E	E	E	E	E	0	0
M169.1458T114.02_21	c18hyper	M169T114_21	169.145800226915	114.018502059401		[2M+H]+ 84.0765	6	NA				NA										0.183645920198179	0.560922259148286	0	0.0538992101953859	0.77572341921694	0	-0.0762806492226673	0.840532099263749	0	0.0376386385669143	0.869280904298162	0	1.31903512666959	0.467928799833218	E	E	E	E	E	E	0	0
M169.1602T113.99_22	c18hyper	M169T114_22	169.160194774779	113.992495784766		[2M+H]+ 84.0765	6	NA				NA										-0.102437530234869	0.87965319475898	0	0.356753236427121	0.224192995525893	0	0.0883398221099991	0.841258360164157	0	-0.00834897267123225	0.969982075879091	0	0.319559569188579	0.0336298315941097	E	E	E	E	E	E	0	0
M169.2339T114.07_24	c18hyper	M169T114_24	169.233855054574	114.072608771299		[M+H]+ 168.236	6	NA				NA										-0.119177651341134	0.792616205693839	0	0.135313120097065	0.663922687499982	0	-0.0286911322029937	0.943769386069276	0	0.114820498793245	0.662688902148334	0	0.265684117290132	0.370506930447309	E	E	E	E	E	E	0	0
M169.2496T114.06_25	c18hyper	M169T114_25	169.249556793923	114.060624120427		[M+H]+ 168.236	6	NA				NA										-0.0234209465788329	0.94926078547041	0	0.0237669484211143	0.923493233960352	0	0.101406389833649	0.712967599390362	0	-0.041898776864743	0.786924957142869	0	0.244153089539787	0.925068343523652	E	E	E	E	E	E	0	0
M169.2936T114.07_26	c18hyper	M169T114_26	169.293623522393	114.072608771299		[M+H+HCOOH]+ 122.274 [M+Na+NH3]+ 129.281	6	NA				NA										0.0866312396012479	0.843462357509739	0	-0.0986177118318068	0.745067558530362	0	-0.133521622461124	0.837426773332028	0	0.0250721657165247	0.94758100339234	0	0.975810447398833	0.422548257955565	E	E	E	E	E	E	0	0
M169.3634T114.04_29	c18hyper	M169T114_29	169.363416698137	114.039831031654		[M+2Na-H]+ 124.389	6	NA				NA										0.279539683107947	0.418796428584325	0	0.0426078792606202	0.785106438750357	0	0.0722123222930513	0.840532099263749	0	-0.138966766691981	0.507099373086782	0	1.69257771033333	0.383723039002557	E	E	E	E	E	E	0	0
M169.4854T114.09_30	c18hyper	M169T114_30	169.485372107793	114.094654450325		[M+Na+K]2+ 277.012	6	NA				NA										-0.0597882521114652	0.889149306408096	0	-0.133212503538457	0.67088791777234	0	-0.0105409647133516	0.991389373967413	0	-0.170446396111108	0.419594897724074	0	0.174032019721302	0.113953260797288	E	E	E	E	E	E	0	0
M169.5046T114.05_1	c18hyper	M170T114_1	169.504630889425	114.045084016672		[3M+2K]2+ 87.033	6	NA				NA										-0.0664430758112466	0.90077860279654	0	0.0395894517542281	0.925036187456183	0	-0.0629555375411925	0.904686236676489	0	-0.0389120227110524	0.906488276328755	0	0.0563986146916799	0.35644616187089	E	E	E	E	E	E	0	0
M169.5189T114.04_2	c18hyper	M170T114_2	169.518868414598	114.041319017556		[3M+2K]2+ 87.033	6	NA				NA										0.204678015920049	0.586233005554752	0	0.0769427071119431	0.748909051321723	0	-0.0217665195415915	0.966935421789451	0	-0.0502064188861446	0.862924941922433	0	1.1556130308751	0.448951689706474	E	E	E	E	E	E	0	0
M169.6131T114.07_4	c18hyper	M170T114_4	169.613149674025	114.072430819639		[3M+2Na+K-H]2+ 85.0952	6	NA				NA										0.0112883077049748	0.959336064463624	0	0.233387217160887	0.481713744353347	0	0.134534232210138	0.806264437034338	0	0.21817965238413	0.446981242467344	0	0.577531297302011	0.773280696279102	E	E	E	E	E	E	0	0
M169.6894T114.07_7	c18hyper	M170T114_7	169.689350287413	114.069260160661		[M+Na]+ 146.692	6	NA				NA										0.225085830680516	0.565451431561912	0	0.110127928375949	0.658029703511283	0	0.208936781861006	0.681299180353414	0	-0.00406963314105901	0.972061633050021	0	0.956943964411874	0.833180820438767	E	E	E	E	E	E	0	0
M169.7096T114.07_8	c18hyper	M170T114_8	169.709552740222	114.074535830003			6	NA				NA										0.0599137181282483	0.830137118335064	0	-0.0995695867111923	0.552395439745387	0	-0.0299736661936105	0.932613132648536	0	-0.0125800070088964	0.95779076325244	0	0.964973553913573	0.452458163213816	E	E	E	E	E	E	0	0
M169.7681T114.07_10	c18hyper	M170T114_10	169.768077217425	114.067059944368		[M+Na+NH3]+ 129.754 [M+K]+ 130.8	6	NA				NA										0.174012034936471	0.649437998904983	0	0.104212318382334	0.681786163144009	0	0.128909589740772	0.816958161180519	0	0.090973560706912	0.790605947150408	0	0.502136178900262	0.189055484656473	E	E	E	E	E	E	0	0
M169.7975T114.05_12	c18hyper	M170T114_12	169.797499558328	114.045084016672		[M+K]+ 130.831	6	NA				NA										0.0966608003305058	0.791714024177397	0	-0.0615309238658064	0.8348298306201	0	0.0319742267377947	0.940918214911956	0	-0.0849430123831496	0.760843371634767	0	1.28960758346602	0.51047435668042	E	E	E	E	E	E	0	0
M169.9977T114.07_13	c18hyper	M170T114_13	169.997720388931	114.069260160661		[M+H]+ 168.987 [M+H]+ 168.987	6	NA				NA										0.00988391855732651	0.952742968185221	0	0.170950839078907	0.420199113978021	0	-0.146508807518988	0.746961695700784	0	0.299101865189199	0.246010822197347	0	0.0711540343114581	0.708348157108706	E	E	E	E	E	E	0	0
M170.0456T139.87	c18hyper	M170T140	170.045597634968	139.870937552781			3921	NA				NA										0.465218126498629	0.855671453006214	0	-1.19947429741229	0.356569144103782	0	1.02200370045888	0.699704196221814	0	-0.0198406292309006	0.973591232340866	0	0.778036738161718	1.20658989833681	E	E	E	E	E	E	0	0
M170.0795T54.06	c18hyper	M170T54	170.079518436497	54.058058755068			33	NA		Pyridoxine;Vitamine B6	C8H11NO3	169.07389	C00314	Metabolism of cofactors and vitamins	Vitamine B6 metabolism	Pridoxine	CHEBI:16709	HMDB00239	CID1054	LXNHXLLTXMVWPM-UHFFFAOYSA-N	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3	-0.103363679993501	0.775254953358167	0	-0.244529860913293	0.341901624674803	0	-0.734990428701716	0.78384454797694	0	-0.932082464157219	0.522613034965724	0	0.507386334010663	0.613366034451777	E	E	E	E	E	E	0	0
M170.082T153.65	c18hyper	M170T154	170.082012794219	153.653765989892			4629	NA				NA										0.0598067255707999	0.8507943782432	0	-0.056442175741914	0.803630506827033	0	0.153941722641621	0.708133056117933	0	0.186807923026512	0.38481882944494	0	0.723252218731114	1.19311890760968	E	E	E	E	E	E	0	0
M170.093T43.94	c18hyper	M170T44	170.092950518641	43.9356381493697			49	NA		3-Methylhistidine|1-Methyl-L-histidine;1-Methyl-Histidine|α-Methyl-DL-histidine;α-Methylhistidine|L-Histidine methyl ester	C7H11N3O2	169.0851	C01152	Amino acid metabolism	Histidine metabolism	Carnosine|Others	CHEBI:27596|CHEBI:50599|CHEBI:70960	HMDB00479|HMDB00001	CID64969|CID92105|CID4396761|CID92893	JDHILDINMRGULE-LURJTMIESA-N|BRMWTNUJHUMWMS-LURJTMIESA-N|HRRYYCWYCMJNGA-UHFFFAOYSA-N|BXRMEWOQUXOLDH-LURJTMIESA-N	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1|InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1|InChI=1S/C7H11N3O2/c1-7(8,6(11)12)2-5-3-9-4-10-5/h3-4H,2,8H2,1H3,(H,9,10)(H,11,12)|InChI=1S/C7H11N3O2/c1-12-7(11)6(8)2-5-3-9-4-10-5/h3-4,6H,2,8H2,1H3,(H,9,10)/t6-/m0/s1	-0.145658075214094	0.524113117382948	0	-0.187565953008306	0.174249827679789	0	0.056833275582246	0.838035323114608	0	0.0262813289722708	0.893662683151545	0	1.11500760454384	0.774401359319496	E	E	E	E	E	E	0	0
